module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M3,M3.3.2,2,"The dots are called, and indicate","quadrature dots, points are 90o out of phase","phasing dots, point that have the same polarity at the same moment in","phasing dots, point that have the opposite polarity at the same moment",,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""454. The dots are called, and indicate\na) quadrature dots, points are 90o out of phase\nb) phasing dots, point that have the same polarity at the same moment in\ntime\nc) phasing dots, point that have the opposite polarity at the same moment\nin time\nPage 57\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""The dots are called, and indicate"", ""options"": [""quadrature dots, points are 90o out of phase"", ""phasing dots, point that have the same polarity at the same moment in"", ""phasing dots, point that have the opposite polarity at the same moment""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,,,The power factor of an AC circuit is the,sine of the phase angle,cosine of the phase angle,tangent of the phase angle,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""455. The power factor of an AC circuit is the\na) sine of the phase angle\nb) cosine of the phase angle\nc) tangent of the phase angle"", ""question"": ""The power factor of an AC circuit is the"", ""options"": [""sine of the phase angle"", ""cosine of the phase angle"", ""tangent of the phase angle""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,The Form Factor of an AC waveform can be found by,RMS value divided by the average value,average value divided by the RMS value,average value times the RMS value,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""456. The Form Factor of an AC waveform can be found by\na) RMS value divided by the average value\nb) average value divided by the RMS value\nc) average value times the RMS value"", ""question"": ""The Form Factor of an AC waveform can be found by"", ""options"": [""RMS value divided by the average value"", ""average value divided by the RMS value"", ""average value times the RMS value""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.1.5,,A differentiator has a time constant which is,long,short,equal to the input pulse,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""457. A differentiator has a time constant which is\na) long\nb) short\nc) equal to the input pulse"", ""question"": ""A differentiator has a time constant which is"", ""options"": [""long"", ""short"", ""equal to the input pulse""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""EASY""}"
M3,M3.03.07,,"If the frequency is increased in an AC circuit of pure resistance, the",increased resistance,decreased resistance,nothing,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""458. If the frequency is increased in an AC circuit of pure resistance, the\neffect is\na) increased resistance\nb) decreased resistance\nc) nothing"", ""question"": ""If the frequency is increased in an AC circuit of pure resistance, the"", ""options"": [""increased resistance"", ""decreased resistance"", ""nothing""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,A wire is rotated through a magnetic field. To give DC it must be,a commutator,slip rings,a rectifier,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""459. A wire is rotated through a magnetic field. To give DC it must be\nconnected to\na) a commutator\nb) slip rings\nc) a rectifier"", ""question"": ""A wire is rotated through a magnetic field. To give DC it must be"", ""options"": [""a commutator"", ""slip rings"", ""a rectifier""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,"In an inductive resistive circuit, 1 amp flows from a supply of 100V",60o,90o,45o,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""460. In an inductive resistive circuit, 1 amp flows from a supply of 100V\ndissipating 50 Watts of power. The phase angle is\na) 60o\nb) 90o\nc) 45o"", ""question"": ""In an inductive resistive circuit, 1 amp flows from a supply of 100V"", ""options"": [""60o"", ""90o"", ""45o""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,A transformer is built with a material having a,narrow hysteresis loop,wide hysteresis loop,high coercive force,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""461. A transformer is built with a material having a\na) narrow hysteresis loop\nb) wide hysteresis loop\nc) high coercive force"", ""question"": ""A transformer is built with a material having a"", ""options"": [""narrow hysteresis loop"", ""wide hysteresis loop"", ""high coercive force""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,An alternator delivers 500V RMS at 1 ampere. The power factor is 0.8.,100VA,400W,500W,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""462. An alternator delivers 500V RMS at 1 ampere. The power factor is 0.8.\nThe true power is\na) 100VA\nb) 400W\nc) 500W"", ""question"": ""An alternator delivers 500V RMS at 1 ampere. The power factor is 0.8."", ""options"": [""100VA"", ""400W"", ""500W""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,A component that produces an output voltage due to incident light is,liquid crystal,light emitting diode,solar cell,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""463. A component that produces an output voltage due to incident light is\ncalled a\na) liquid crystal\nb) light emitting diode\nc) solar cell\nPage 58\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""A component that produces an output voltage due to incident light is"", ""options"": [""liquid crystal"", ""light emitting diode"", ""solar cell""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,"In a circuit which possesses mutual inductance, current is increased to",the induced EMF in the secondary produces a current in the secondary,the induced EMF in the secondary produces a current in the secondary,the induced EMF in the secondary produces a current in the secondary,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""464. In a circuit which possesses mutual inductance, current is increased to\nthe primary\na) the induced EMF in the secondary produces a current in the secondary\ncircuit which opposes the increase in flux due to the increase of current\nin the primary\nb) the induced EMF in the secondary produces a current in the secondary\ncircuit which assists the increase in flux due to the increase of current\nin the primary\nc) the induced EMF in the secondary produces a current in the secondary\ncircuit whose flux has no effect on the flux in the primary"", ""question"": ""In a circuit which possesses mutual inductance, current is increased to"", ""options"": [""the induced EMF in the secondary produces a current in the secondary"", ""the induced EMF in the secondary produces a current in the secondary"", ""the induced EMF in the secondary produces a current in the secondary""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,If the supply to a DC shunt motor was reversed,it would rotate in the opposite direction,it would fail to run,it would rotate in the same direction,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""465. If the supply to a DC shunt motor was reversed\na) it would rotate in the opposite direction\nb) it would fail to run\nc) it would rotate in the same direction"", ""question"": ""If the supply to a DC shunt motor was reversed"", ""options"": [""it would rotate in the opposite direction"", ""it would fail to run"", ""it would rotate in the same direction""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Slip on a synchronous motor on start is,0%,50%,100%,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""466. Slip on a synchronous motor on start is\na) 0%\nb) 50%\nc) 100%"", ""question"": ""Slip on a synchronous motor on start is"", ""options"": [""0%"", ""50%"", ""100%""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,A shaded pole motor has shaded poles to,increase efficiency,create a rotating field,reduce interference,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""467. A shaded pole motor has shaded poles to\na) increase efficiency\nb) create a rotating field\nc) reduce interference"", ""question"": ""A shaded pole motor has shaded poles to"", ""options"": [""increase efficiency"", ""create a rotating field"", ""reduce interference""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.03.07,,"A series motor draws a high current on start, and then the current",the resistance of the field and the armature in series,the back EMF,the resistance of the field and armature in parallel,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""468. A series motor draws a high current on start, and then the current\nreduces. This is due to\na) the resistance of the field and the armature in series\nb) the back EMF\nc) the resistance of the field and armature in parallel"", ""question"": ""A series motor draws a high current on start, and then the current"", ""options"": [""the resistance of the field and the armature in series"", ""the back EMF"", ""the resistance of the field and armature in parallel""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,"On a brushless AC generator, the main rotating field is fed with",AC,DC via diodes on the rotor,AC from the rotating field exciter,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""469. On a brushless AC generator, the main rotating field is fed with\na) AC\nb) DC via diodes on the rotor\nc) AC from the rotating field exciter"", ""question"": ""On a brushless AC generator, the main rotating field is fed with"", ""options"": [""AC"", ""DC via diodes on the rotor"", ""AC from the rotating field exciter""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,Single phase components in a three phase system may be connected,phase A and B only,phase and neutral only,any phase and neutral OR between any two phases,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""470. Single phase components in a three phase system may be connected\nbetween\na) phase A and B only\nb) phase and neutral only\nc) any phase and neutral OR between any two phases"", ""question"": ""Single phase components in a three phase system may be connected"", ""options"": [""phase A and B only"", ""phase and neutral only"", ""any phase and neutral OR between any two phases""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,Interpoles in a DC generator are connected,in parallel with the armature,in series with the armature,in series with the field,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""471. Interpoles in a DC generator are connected\na) in parallel with the armature\nb) in series with the armature\nc) in series with the field\nPage 59\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""Interpoles in a DC generator are connected"", ""options"": [""in parallel with the armature"", ""in series with the armature"", ""in series with the field""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,"In a DC generator, the effect of armature reaction may be reduced by",from MNA to GNA,in the direction of armature rotation towards the MNA,against the direction of armature rotation towards the MNA,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""472. In a DC generator, the effect of armature reaction may be reduced by\nmoving the brush gear\na) from MNA to GNA\nb) in the direction of armature rotation towards the MNA\nc) against the direction of armature rotation towards the MNA"", ""question"": ""In a DC generator, the effect of armature reaction may be reduced by"", ""options"": [""from MNA to GNA"", ""in the direction of armature rotation towards the MNA"", ""against the direction of armature rotation towards the MNA""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,The windings embedded in the pole faces of a DC generator are,interpoles,commutating coils,compensating windings,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""473. The windings embedded in the pole faces of a DC generator are\na) interpoles\nb) commutating coils\nc) compensating windings"", ""question"": ""The windings embedded in the pole faces of a DC generator are"", ""options"": [""interpoles"", ""commutating coils"", ""compensating windings""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,A 6 pole wave-wound generator has,2 brushes,6 brushes,3 brushes,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""474. A 6 pole wave-wound generator has\na) 2 brushes\nb) 6 brushes\nc) 3 brushes"", ""question"": ""A 6 pole wave-wound generator has"", ""options"": [""2 brushes"", ""6 brushes"", ""3 brushes""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.03.09,,In a 2 phase induction motor the control winding is fed with,variable phase AC supply,fixed AC supply,variable amplitude supply only,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""475. In a 2 phase induction motor the control winding is fed with\na) variable phase AC supply\nb) fixed AC supply\nc) variable amplitude supply only"", ""question"": ""In a 2 phase induction motor the control winding is fed with"", ""options"": [""variable phase AC supply"", ""fixed AC supply"", ""variable amplitude supply only""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.09"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,A 3 phase induction motor can be reversed by,isolating one phase,reversing the rotor connections,changing over any two phases,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""476. A 3 phase induction motor can be reversed by\na) isolating one phase\nb) reversing the rotor connections\nc) changing over any two phases"", ""question"": ""A 3 phase induction motor can be reversed by"", ""options"": [""isolating one phase"", ""reversing the rotor connections"", ""changing over any two phases""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,The speed of an AC motor can be affected by the,field current,pairs of poles,armature current,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""477. The speed of an AC motor can be affected by the\na) field current\nb) pairs of poles\nc) armature current"", ""question"": ""The speed of an AC motor can be affected by the"", ""options"": [""field current"", ""pairs of poles"", ""armature current""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.2,2,A generator rated at 30 KVA and power factor 0.8 has a maximum,30 kW,24 kW,37.5 kW,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""478. A generator rated at 30 KVA and power factor 0.8 has a maximum\ncontinuous power output of\na) 30 kW\nb) 24 kW\nc) 37.5 kW"", ""question"": ""A generator rated at 30 KVA and power factor 0.8 has a maximum"", ""options"": [""30 kW"", ""24 kW"", ""37.5 kW""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.1.5,,An AC motor which rotates at the same speed as the supply frequency,a universal motor,an induction motor,a synchronous motor,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""479. An AC motor which rotates at the same speed as the supply frequency\nis called\na) a universal motor\nb) an induction motor\nc) a synchronous motor"", ""question"": ""An AC motor which rotates at the same speed as the supply frequency"", ""options"": [""a universal motor"", ""an induction motor"", ""a synchronous motor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,An example of a paramagnetic material is,iron,silver,glass,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""480. An example of a paramagnetic material is\na) iron\nb) silver\nc) glass\nPage 60\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""An example of a paramagnetic material is"", ""options"": [""iron"", ""silver"", ""glass""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,"In the circuit shown, if the frequency is increased from zero to resonant",increase,decrease,stay the same,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""481. In the circuit shown, if the frequency is increased from zero to resonant\nfrequency, the circuit current would\na) increase\nb) decrease\nc) stay the same"", ""question"": ""In the circuit shown, if the frequency is increased from zero to resonant"", ""options"": [""increase"", ""decrease"", ""stay the same""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,The true power developed in this circuit is,12W,50W,20W,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""482. The true power developed in this circuit is\na) 12W\nb) 50W\nc) 20W"", ""question"": ""The true power developed in this circuit is"", ""options"": [""12W"", ""50W"", ""20W""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,The filter shown is a,band stop filter,low pass filter,high pass filter,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""483. The filter shown is a\na) band stop filter\nb) low pass filter\nc) high pass filter\nPage 61\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""The filter shown is a"", ""options"": [""band stop filter"", ""low pass filter"", ""high pass filter""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,"In the circuit shown, impedance will be",9 ohms,5 ohms,7 ohms,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""484. In the circuit shown, impedance will be\na) 9 ohms\nb) 5 ohms\nc) 7 ohms"", ""question"": ""In the circuit shown, impedance will be"", ""options"": [""9 ohms"", ""5 ohms"", ""7 ohms""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.2,2,"in a balanced Wheatstone bridge, across the centre of the bridge there",no current flow,no voltage present at either end,current and voltage at maximum,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""485. in a balanced Wheatstone bridge, across the centre of the bridge there\nis\na) no current flow\nb) no voltage present at either end\nc) current and voltage at maximum"", ""question"": ""in a balanced Wheatstone bridge, across the centre of the bridge there"", ""options"": [""no current flow"", ""no voltage present at either end"", ""current and voltage at maximum""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,M3.03.07,,A 24V battery has an internal resistance of 1 ohm. When connected to,12 ohms,1 ohm,1/2 ohm,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""486. A 24V battery has an internal resistance of 1 ohm. When connected to\na load, 12 amps flows. The value of the load is\na) 12 ohms\nb) 1 ohm\nc) 1/2 ohm"", ""question"": ""A 24V battery has an internal resistance of 1 ohm. When connected to"", ""options"": [""12 ohms"", ""1 ohm"", ""1/2 ohm""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""MEDIUM""}"
M3,,,The property of a material to accept lines of flux is called,permeability,reluctance,retentivity,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""487. The property of a material to accept lines of flux is called\na) permeability\nb) reluctance\nc) retentivity"", ""question"": ""The property of a material to accept lines of flux is called"", ""options"": [""permeability"", ""reluctance"", ""retentivity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,"In a DC motor, B-EMF rises if the motor",speed rises,speed falls,load rises,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""489. In a DC motor, B-EMF rises if the motor\na) speed rises\nb) speed falls\nc) load rises"", ""question"": ""In a DC motor, B-EMF rises if the motor"", ""options"": [""speed rises"", ""speed falls"", ""load rises""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Vibration in a magnet causes,flux to increase,flux to decrease,flux to stay the same,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""490. Vibration in a magnet causes\na) flux to increase\nb) flux to decrease\nc) flux to stay the same"", ""question"": ""Vibration in a magnet causes"", ""options"": [""flux to increase"", ""flux to decrease"", ""flux to stay the same""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,What sort of wave would be used in a CR oscilloscope to control,Sawtooth,Square,Sine wave,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""492. What sort of wave would be used in a CR oscilloscope to control\nsweep?\na) Sawtooth\nb) Square\nc) Sine wave"", ""question"": ""What sort of wave would be used in a CR oscilloscope to control"", ""options"": [""Sawtooth"", ""Square"", ""Sine wave""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,"If there was a mainly inductive load on an AC generator, the voltage",lead,lag,be in phase,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""493. If there was a mainly inductive load on an AC generator, the voltage\nwith respect to the current would\na) lead\nb) lag\nc) be in phase"", ""question"": ""If there was a mainly inductive load on an AC generator, the voltage"", ""options"": [""lead"", ""lag"", ""be in phase""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
